KINVENT Physio 2.17.3,Devices: ,P126936 (FW 3.016),P126695 (FW 3.016)
Eyes Condition: ,Closed
Side: ,Left
Repetition:,1
Longitudinal Mean Cop Position (mm),-40.933
Lateral Mean Cop Position (mm),4.355
Longitudinal Standard Deviation (mm),10.014
Lateral Standard Deviation (mm),8.497
Ellipse Surface (mm²),1578.395
Total Displacement (mm),3799.898
Total Displacement AP (mm),2349.621
Total Displacement ML (mm),2568.208
Mean Velocity (mm/s),63.252
Mean Velocity AP (mm/s),39.111
Mean Velocity ML (mm/s),42.749
Longitudinal Amplitude (mm/s),59.808
Lateral Amplitude (mm/s),40.181
Amplitude Ratio,0.672
Phase Plane AP (mm),54.535
Phase Plane ML (mm),42.413
Max Distance AP (mm),74.865
Max Distance ML (mm),27.103
,Heel,Tip
Weight Distribution (%),64.0,36.0

,K-Plate Left,,,,,K-Plate Left,
Time (sec),CHANNEL_1,CHANNEL_2,CHANNEL_3,CHANNEL_4,,AP COP (y),ML COP (x)
49.19210000002384,20.286799125051161,28.885363926184180,17.448149568021211,10.752538470696663,,0.6148,0.5714,
49.19610000002384,20.299960415431556,28.904890787827092,17.448698366330426,10.753299104338659,,0.6149,0.5714,
49.200100000023845,20.310849257046371,28.920981906003451,17.447970674917709,10.752740155508524,,0.6150,0.5714,
49.20410000002384,20.319536609932157,28.934400653964879,17.445671324242706,10.750634369640927,,0.6151,0.5714,
49.20810000002384,20.326543292498442,28.946933729528794,17.444306230661464,10.748347217094738,,0.6152,0.5714,
49.212100000023845,20.331863075766503,28.960113590090003,17.444880010659894,10.747787209673977,,0.6153,0.5715,
49.21610000002384,20.335078015085003,28.973214376821613,17.446656559250911,10.747433990349283,,0.6154,0.5715,
49.22010000002384,20.334882990568826,28.986078676050354,17.450418235191929,10.745185943385978,,0.6154,0.5716,
49.22410000002384,20.331057907725359,28.999644126818886,17.456528551462888,10.740354820178412,,0.6154,0.5717,
49.228100000023844,20.325545705875015,29.013018269835477,17.464384496661523,10.732002235935475,,0.6155,0.5718,
49.23210000002384,20.320430579488431,29.025880803126721,17.473468990927159,10.721305810195128,,0.6155,0.5720,
49.23610000002384,20.317080972621138,29.039978763318047,17.481597679810072,10.710645368590555,,0.6156,0.5722,
49.24,20.316356364841784,29.056975796162828,17.486193853789480,10.701237252746623,,0.6157,0.5723,
49.244,20.318377828361275,29.078165748099440,17.486191718302059,10.693528102674467,,0.6158,0.5724,
49.248,20.323406944600428,29.102253359819315,17.481285175060002,10.686163173601827,,0.6160,0.5725,
49.252,20.330449477020167,29.124274040654644,17.471313602310609,10.677126012094021,,0.6162,0.5726,
49.256,20.337228771210356,29.140209844349531,17.458344110861070,10.666906959896433,,0.6165,0.5726,
49.26,20.344680819189524,29.150248467879933,17.443665739718149,10.656987110036457,,0.6167,0.5726,
49.264,20.355426517518403,29.155565087719914,17.425675147203435,10.648230795235555,,0.6170,0.5725,
49.268,20.368693549606569,29.155173156730751,17.405680044549023,10.641164969052124,,0.6172,0.5724,
49.272,20.382015827429068,29.148773180337550,17.386349972220231,10.635380167043301,,0.6174,0.5723,
49.276,20.393937311568678,29.137477418652924,17.366658306027567,10.630890436362449,,0.6176,0.5721,
49.28,20.404491907202814,29.120839874605192,17.344589880795596,10.628034783916338,,0.6178,0.5719,
49.284,20.415539560000045,29.098299681552742,17.319794263687484,10.626445038709454,,0.6179,0.5717,
49.288,20.429065547963248,29.072545377324111,17.291479154548405,10.624169011483588,,0.6181,0.5714,
49.292,20.445969317329403,29.047281135870932,17.259078199721760,10.619097607156991,,0.6183,0.5712,
49.296,20.465996146829880,29.023319788454828,17.224944630554379,10.613397206184679,,0.6186,0.5709,
49.3,20.489012750552504,29.002105698001124,17.189744544412427,10.609423104076068,,0.6188,0.5705,
49.304,20.515811273165387,28.986867499805108,17.150925102502221,10.606380539462346,,0.6192,0.5702,
49.308,20.546750277992693,28.976105928943642,17.108616367649709,10.603899654160113,,0.6196,0.5699,
49.312,20.581381618038733,28.965173236979204,17.064558531218381,10.601018345836724,,0.6200,0.5695,
49.316,20.620479467534466,28.954349651688247,17.019504225642589,10.596952528024691,,0.6204,0.5691,
49.32010000002384,20.665020896854042,28.947665416018552,16.974672416768776,10.593448194427326,,0.6209,0.5686,
49.32410000002384,20.712252719716588,28.946497027420424,16.930888742347435,10.591458308844913,,0.6214,0.5682,
49.328100000023845,20.760920136613855,28.947677441787643,16.886146722383771,10.589831134221114,,0.6220,0.5678,
49.33210000002384,20.813807671095667,28.948144153134539,16.837498677767005,10.586596287544527,,0.6225,0.5673,
49.33610000002384,20.870572203128120,28.948609583394422,16.785600064338844,10.580761701906223,,0.6232,0.5668,
49.34010000002384,20.928009310833907,28.949422015935049,16.732733047509690,10.574026820927088,,0.6238,0.5664,
49.34410000002384,20.983202435190062,28.950404496557940,16.680673331436118,10.567533163180677,,0.6244,0.5659,
49.34810000002384,21.032124105745844,28.953049271748021,16.632158370496533,10.559593179049976,,0.6250,0.5655,
49.35210000002384,21.071925349631414,28.957416802234405,16.589084761759892,10.548527161213904,,0.6256,0.5652,
49.356100000023844,21.102212423425023,28.962758752801026,16.551508620057739,10.534718855795205,,0.6261,0.5650,
49.36010000002384,21.122917268710754,28.970288095443710,16.519507297405923,10.518963068552313,,0.6266,0.5649,
49.36410000002384,21.135293919276673,28.981656310670907,16.493629935085750,10.501735969255126,,0.6270,0.5648,
49.368100000023844,21.141410563418766,28.999771953794312,16.473757116494109,10.482990223472724,,0.6273,0.5649,
49.37210000002384,21.142376543707741,29.027713566223809,16.458841108882659,10.462138665497775,,0.6277,0.5651,
49.37610000002384,21.138872951711448,29.063125766335808,16.448296974627802,10.440407240987842,,0.6280,0.5653,
49.380100000023845,21.131757170294719,29.102849423791355,16.442264801864141,10.418837857961634,,0.6284,0.5656,
49.38410000002384,21.121367756095850,29.146700788679841,16.440379986717307,10.397099162532060,,0.6287,0.5659,
49.38810000002384,21.107604111647532,29.192493792363056,16.442579339416653,10.375754806731521,,0.6289,0.5663,
49.392100000023845,21.091590092002125,29.237934425711895,16.449485094723908,10.355090644951249,,0.6291,0.5667,
49.39610000002384,21.072023067703626,29.281965963406748,16.461653006785696,10.333942678882714,,0.6293,0.5671,
49.4,21.045260543674502,29.322943302617816,16.478897295541241,10.311433571659833,,0.6294,0.5676,
49.404,21.012361993387625,29.360150997597717,16.498208083374358,10.288784042218492,,0.6294,0.5682,
49.408,20.974940562654822,29.394443771737887,16.516855619031915,10.265889405732231,,0.6294,0.5687,
49.412,20.931577086744674,29.426610175428284,16.534501853867255,10.240970393567444,,0.6295,0.5693,
49.416,20.882992153428923,29.456019717661189,16.550408470201290,10.214310594654805,,0.6295,0.5699,
49.42,20.830515143547984,29.482549421905528,16.566533307286932,10.185789883590529,,0.6294,0.5705,
49.424,20.773758844870240,29.507117982060208,16.586586757144744,10.155484536931752,,0.6294,0.5711,
49.428,20.713588105758173,29.530826376802235,16.611127974939176,10.126139945211104,,0.6293,0.5718,
49.432,20.652134718694285,29.557417228066125,16.638759642440863,10.098689808224140,,0.6292,0.5725,
49.436,20.590919430811731,29.591218783550765,16.667897430228727,10.071202752727219,,0.6290,0.5733,
49.44010000002384,20.531442014071125,29.631009710334112,16.697334977540535,10.042203842448345,,0.6290,0.5740,
49.444100000023845,20.476001750933847,29.672687103337644,16.725368281238818,10.012264648256089,,0.6289,0.5748,
49.44810000002384,20.425439952085231,29.714672053290474,16.751591064559655,9.983754325765208,,0.6289,0.5755,
49.45210000002384,20.378617290146614,29.756729810286501,16.777606033690169,9.957820417129035,,0.6289,0.5761,
49.456100000023845,20.334987696542903,29.797316205374688,16.802660442139985,9.934233458239877,,0.6289,0.5767,
49.46010000002384,20.294689758450595,29.836638332578879,16.823706188547547,9.913453005459496,,0.6289,0.5773,
49.46410000002384,20.258084962745805,29.877155910991675,16.839113672113562,9.895372091431788,,0.6289,0.5778,
49.46810000002384,20.225898866656443,29.919096721874649,16.850513714737254,9.877957528999094,,0.6290,0.5783,
49.47210000002384,20.199459481334003,29.962328236848968,16.860177661737289,9.859533753806986,,0.6291,0.5788,
49.47610000002384,20.180474066242034,30.007065100534192,16.867281906665927,9.840809768046654,,0.6293,0.5792,
49.48010000002384,20.170154183454390,30.052117873511172,16.869815191804449,9.823246129752969,,0.6295,0.5795,
49.484100000023844,20.167192065903265,30.097463733124062,16.868281813893432,9.806738996802565,,0.6298,0.5798,
49.48810000002384,20.169619562104362,30.145338101126423,16.863071451443918,9.789638777723432,,0.6302,0.5800,
49.49210000002384,20.178042210518342,30.196823615371347,16.851772238833121,9.771781967137814,,0.6306,0.5802,
49.496100000023844,20.192387994983260,30.249532736610327,16.833619759067918,9.754280943438749,,0.6311,0.5804,
49.50010000002384,20.213008243892602,30.301346412372990,16.811928369216346,9.736265924064551,,0.6317,0.5805,
49.50410000002384,20.242011347797430,30.352006446970925,16.789631741227666,9.717575542686891,,0.6323,0.5805,
49.508100000023845,20.277908776965418,30.400634691667253,16.765379557766025,9.700731625937792,,0.6329,0.5805,
49.51210000002384,20.318440200453892,30.445501084047930,16.736390205788833,9.685247188277870,,0.6335,0.5804,
49.51610000002384,20.364003907175210,30.485733642139721,16.702016951330272,9.669227336744287,,0.6342,0.5803,
49.52,20.413072653801969,30.522088175626170,16.662358563676833,9.655285472777422,,0.6349,0.5800,
49.524,20.463909657344132,30.554289302423729,16.618423755594762,9.645414799067758,,0.6356,0.5798,
49.528,20.517319656749951,30.581737673772061,16.572851446364773,9.637873147107374,,0.6363,0.5794,
49.532,20.572970713600068,30.605615977709412,16.528537587636492,9.630590928583068,,0.6370,0.5791,
49.536,20.629358494524915,30.626818469931727,16.487902607218487,9.622504771920150,,0.6376,0.5787,
49.54,20.688636181627857,30.644265063305177,16.448811225827335,9.614606663976399,,0.6382,0.5784,
49.544,20.754274608017333,30.656236042707349,16.406005373020371,9.609413949217899,,0.6389,0.5779,
49.548,20.824949090465939,30.662527349764893,16.358722605109683,9.608461226935763,,0.6395,0.5774,
49.552,20.898648078689128,30.663591597271026,16.307196375410907,9.610694429684397,,0.6401,0.5768,
49.556,20.977128243261348,30.659635158301807,16.248993431374497,9.613642318789040,,0.6408,0.5761,
49.56,21.061913524911034,30.650641525813011,16.183742767509621,9.617000478269034,,0.6415,0.5753,
49.564,21.151762985145538,30.636189538632355,16.113267345145822,9.622022066468528,,0.6423,0.5744,
49.568,21.247622563493650,30.614207686231989,16.035801231853362,9.629873051724449,,0.6431,0.5735,
49.572,21.353058786671710,30.581973791973070,15.946527764620985,9.641385636869792,,0.6439,0.5724,
49.576,21.468331621228351,30.540099572089431,15.845163911798277,9.654866717995970,,0.6448,0.5711,
49.58,21.594668833205930,30.488534335493068,15.733027822770113,9.669027950524185,,0.6458,0.5697,
49.584,21.735020924543171,30.425299033973165,15.610535199642261,9.685578074806170,,0.6469,0.5682,
49.588,21.886363921035901,30.352867722720084,15.482826911711342,9.704355446103186,,0.6479,0.5665,
49.592,22.046367106658685,30.272160838515134,15.352831318951013,9.723784213234445,,0.6490,0.5647,
49.596,22.215805421423738,30.180825938507500,15.217693243812036,9.744545673909347,,0.6502,0.5628,
49.60010000002384,22.389820763806117,30.081893971142271,15.079169487760934,9.767144861786756,,0.6513,0.5608,
49.60410000002384,22.563027753405677,29.978165433508462,14.942035689053204,9.791421071687948,,0.6524,0.5587,
49.60810000002384,22.733454628915723,29.869946890643551,14.809912482645155,9.816921692853338,,0.6534,0.5567,
49.612100000023844,22.897970237102051,29.762648799420898,14.688368440533276,9.841594331221133,,0.6543,0.5548,
49.61610000002384,23.052923379821426,29.663330559835856,14.580367055826043,9.864158748279674,,0.6551,0.5530,
49.62010000002384,23.196522278520241,29.573569176142289,14.482181780165261,9.886060245908400,,0.6559,0.5514,
49.624100000023844,23.329093256953794,29.491885074052476,14.389810455526733,9.908974380252399,,0.6566,0.5499,
49.62810000002384,23.451015981480690,29.419415162662158,14.304567410089966,9.932590805636217,,0.6572,0.5484,
49.63210000002384,23.562414861139246,29.355746294685975,14.228060291377011,9.956167884678987,,0.6578,0.5472,
49.636100000023845,23.662215619577651,29.297489751551467,14.160585570840563,9.978874047243782,,0.6583,0.5460,
49.64010000002384,23.746381335866285,29.244962032406779,14.104678020329915,9.998188227942832,,0.6587,0.5450,
49.64410000002384,23.811266472000668,29.200657831516107,14.062665440459407,10.013604001281752,,0.6589,0.5442,
49.648100000023845,23.856157743942788,29.166176273736326,14.033853149114638,10.026875597815025,,0.6591,0.5437,
49.65210000002384,23.882444895874865,29.141251688469726,14.015223316032433,10.037365530014679,,0.6591,0.5433,
49.65610000002384,23.892779710072411,29.123074153536056,14.004405751525391,10.044399079295696,,0.6592,0.5431,
49.66010000002384,23.890769078235699,29.110404182620083,14.000935646034662,10.048044500434610,,0.6591,0.5430,
49.66410000002384,23.879205913078096,29.104805689289421,14.004536707032393,10.048585603147476,,0.6590,0.5431,
49.66810000002384,23.858588287013632,29.107076513471370,14.015032853098051,10.048028165891772,,0.6589,0.5432,
49.67210000002384,23.828302079784454,29.116669130796200,14.033146431602828,10.045426541025416,,0.6587,0.5435,
49.676100000023844,23.788587489133896,29.131723163547932,14.059430378166907,10.037663946039181,,0.6585,0.5439,
49.68,23.741762891243773,29.149718818622688,14.092295713364020,10.025591198338709,,0.6582,0.5444,
49.684,23.688848389837638,29.170110976441226,14.129154673557698,10.012266961270813,,0.6579,0.5450,
49.688,23.628872666008391,29.193277876504574,14.168937604940636,9.999933452742258,,0.6576,0.5457,
49.692,23.563512872541846,29.219098402130555,14.211606122128613,9.989078780846461,,0.6572,0.5464,
49.696,23.495986857885235,29.246854123039448,14.257029100846463,9.979409490500185,,0.6568,0.5471,
49.7,23.424375386961884,29.274912719313772,14.307470490119258,9.970388368970408,,0.6563,0.5478,
49.704,23.343429672614562,29.302433369739617,14.366050551851057,9.960386564840903,,0.6558,0.5486,
49.708,23.254156029825410,29.329505493301181,14.430580163758410,9.949056018807600,,0.6552,0.5496,
49.712,23.160301096803785,29.355023102431058,14.497835348583953,9.938808985172443,,0.6545,0.5505,
49.716,23.063002268810578,29.377165746469252,14.567135828333560,9.932612008036566,,0.6538,0.5514,
49.72010000002384,22.964780764198323,29.395092205323508,14.637451242859381,9.931505435609909,,0.6530,0.5523,
49.72410000002384,22.867140746321258,29.409582714849048,14.709559840294085,9.934518207184061,,0.6521,0.5532,
49.728100000023844,22.768122311973819,29.420423932657791,14.785846981426479,9.939901197405362,,0.6512,0.5540,
49.73210000002384,22.666719949978695,29.424920031075732,14.866352627145304,9.946277821845330,,0.6502,0.5549,
49.73610000002384,22.562226725138853,29.422153823293741,14.950908443365282,9.953652349269005,,0.6491,0.5557,
49.740100000023844,22.453597744481350,29.414635245625554,15.041151561935290,9.962374254788276,,0.6480,0.5566,
49.74410000002384,22.342733746700269,29.405238239945280,15.135780404783441,9.971529753603710,,0.6468,0.5575,
49.74810000002384,22.231603112461023,29.395284709718091,15.230829571282023,9.980510805264267,,0.6456,0.5584,
49.752100000023844,22.118601784572078,29.386588682691702,15.324373602546128,9.989215073798427,,0.6444,0.5593,
49.75610000002384,22.002101862268027,29.382342232519651,15.416547358827719,9.997901665400587,,0.6432,0.5602,
49.76010000002384,21.885995394761515,29.385358653788952,15.507605853745577,10.008359654473182,,0.6420,0.5612,
49.764100000023845,21.774361748907559,29.398234882664411,15.598988740371366,10.019571332730235,,0.6409,0.5621,
49.76810000002384,21.666459104343751,29.422612504942602,15.693420844135462,10.026759713682015,,0.6398,0.5631,
49.77210000002384,21.562490957869571,29.457843186363185,15.790746387807408,10.028643250693975,,0.6389,0.5642,
49.776100000023845,21.463115505753784,29.503456591068343,15.888370261734895,10.028518032510203,,0.6380,0.5653,
49.78010000002384,21.367425244664989,29.558850082335308,15.984499664515047,10.028912813982588,,0.6371,0.5664,
49.78410000002384,21.276728016666851,29.619672639499438,16.077871541551659,10.030340963767037,,0.6363,0.5675,
49.78810000002384,21.193820246021943,29.680328349290214,16.166655835880924,10.032619676346926,,0.6356,0.5685,
49.792100000023844,21.119018652083742,29.737318977401689,16.249921695845082,10.035355000323010,,0.6349,0.5695,
49.79610000002384,21.050500401808506,29.789567747702829,16.328231651565872,10.037628968455428,,0.6342,0.5703,
49.8,20.987311870423724,29.837548362514763,16.400602365143307,10.037553731379749,,0.6336,0.5711,
49.804,20.928274377303289,29.881123619098535,16.464951020388710,10.035541517096739,,0.6331,0.5719,
49.808,20.872055034118777,29.919233687811165,16.521291411508102,10.033831490372410,,0.6327,0.5726,
49.812,20.819388384780602,29.951189908357087,16.571674277628581,10.030944028339722,,0.6323,0.5732,
49.816,20.770406900985478,29.977574908638406,16.616961802201665,10.024744719365888,,0.6319,0.5738,
49.82,20.724859997321538,29.999394610588407,16.655930623328619,10.016968573321495,,0.6316,0.5743,
49.824,20.685791006918393,30.017463394945391,16.687798787558194,10.010200847659631,,0.6313,0.5747,
49.828,20.656918620610824,30.032514252415922,16.711874523624978,10.005490298036021,,0.6311,0.5751,
49.832,20.639151550404005,30.044064599301862,16.726392963916084,10.003753856007709,,0.6310,0.5753,
49.836,20.631951354535381,30.050380068193910,16.730931668768456,10.005410663256107,,0.6310,0.5753,
49.84,20.634921889643248,30.050806058697994,16.727776567937994,10.008919796734828,,0.6310,0.5753,
49.844,20.648537408949892,30.046218841441952,16.718752356645886,10.013552143353916,,0.6310,0.5751,
49.848,20.672505516894809,30.037235147564061,16.702753972591758,10.020259707819882,,0.6312,0.5749,
49.852,20.704686280271940,30.024256393136735,16.678112237106212,10.029094203401153,,0.6313,0.5745,
49.856,20.744940409820856,30.007025917629544,16.645472101707142,10.038162465090529,,0.6316,0.5740,
49.86,20.794446258797869,29.984421382497185,16.606982685248944,10.045187107432568,,0.6319,0.5735,
49.864,20.851974311030986,29.955748526667524,16.564259437344052,10.050826324273736,,0.6323,0.5729,
49.868,20.915053293348105,29.922212902390047,16.518037552384484,10.057568504610767,,0.6327,0.5722,
49.872,20.982802473958799,29.887192460466746,16.467687797979483,10.066213312063446,,0.6331,0.5714,
49.876,21.055996809925681,29.852859799723873,16.411909782348580,10.076257441655169,,0.6336,0.5706,
49.880100000023845,21.133797278904584,29.819637628501457,16.351129269546142,10.087514536521818,,0.6341,0.5698,
49.88410000002384,21.216641810157753,29.786871186003840,16.285652337448294,10.099856878566037,,0.6347,0.5689,
49.88810000002384,21.307579226681881,29.752294682225656,16.214731611617488,10.112305533371678,,0.6353,0.5679,
49.892100000023845,21.406389312524155,29.714095761182815,16.138925020679977,10.124706875633926,,0.6360,0.5669,
49.89610000002384,21.514733988600788,29.669602277085485,16.057101271879020,10.139270517015250,,0.6367,0.5657,
49.90010000002384,21.637526154478216,29.616317621332790,15.967104398868566,10.159110149123109,,0.6375,0.5644,
49.90410000002384,21.773439063928130,29.556407839435714,15.870355314224458,10.186065436376580,,0.6383,0.5629,
49.90810000002384,21.916994474314151,29.493031160004264,15.769067166921696,10.218994996701436,,0.6391,0.5613,
49.91210000002384,22.068884517194114,29.424767134684949,15.661785281713902,10.256332205020009,,0.6399,0.5596,
49.91610000002384,22.234177210642994,29.349376904107384,15.545062668517287,10.297117574695967,,0.6408,0.5577,
49.920100000023844,22.409936075027069,29.268766732438305,15.420037681805434,10.338782856684961,,0.6417,0.5557,
49.92410000002384,22.589402213814097,29.180396590529313,15.290633696842182,10.380703357160222,,0.6427,0.5537,
49.92810000002384,22.769894835101518,29.077245883094530,15.158579001930431,10.424244096910975,,0.6436,0.5515,
49.932100000023844,22.947938582394201,28.961709234214172,15.026507015774518,10.467702966943921,,0.6445,0.5493,
49.93610000002384,23.122347313252220,28.840305594338322,14.895968198797851,10.508905784861422,,0.6453,0.5472,
49.94010000002384,23.294941175720307,28.716640375949698,14.767008247483700,10.547890477621529,,0.6462,0.5450,
49.944100000023845,23.462988440265164,28.595854639543560,14.642848374819577,10.583765097447928,,0.6470,0.5430,
49.94810000002384,23.625410597084446,28.483532813003166,14.524882568723172,10.616258459049780,,0.6478,0.5410,
49.95210000002384,23.784588200648372,28.383964693040756,14.411910187729465,10.647699013828142,,0.6486,0.5391,
49.956100000023845,23.938012857959006,28.298215735694082,14.305271915161422,10.679056990446657,,0.6494,0.5374,
49.96,24.081150053294554,28.224555998032294,14.206634275887470,10.708175078082824,,0.6502,0.5358,
49.964,24.213338678661003,28.160478938960807,14.114909696738067,10.732543062620104,,0.6509,0.5343,
49.968,24.337326104094608,28.103079032417128,14.027692258964500,10.751925992717204,,0.6517,0.5329,
49.972,24.453803590188993,28.052009210267215,13.945748688398661,10.767821078313617,,0.6524,0.5317,
49.976,24.561231207024306,28.008608155086634,13.870642449334907,10.780943880627685,,0.6531,0.5306,
49.98,24.659197041361466,27.971375806546302,13.801391796015750,10.791608329332769,,0.6537,0.5296,
49.984,24.747597355748425,27.936162939741418,13.738001151557352,10.801530220860485,,0.6543,0.5287,
49.988,24.828488852578829,27.900192961281778,13.679737326717472,10.811367233725132,,0.6548,0.5278,
49.992,24.904809376829022,27.862816122327722,13.624440141835318,10.820035715191745,,0.6553,0.5270,
49.996,24.975619961477502,27.825012492939088,13.572566027909877,10.828019313776430,,0.6558,0.5262,
50,25.039232089674236,27.789593941499081,13.525539792705597,10.837271537669807,,0.6561,0.5255,
50.004,25.096610121052333,27.755937358713989,13.483147110600251,10.847680820432966,,0.6565,0.5248,
50.008,25.149558669732762,27.719684450993633,13.444831497347238,10.857026117519041,,0.6567,0.5241,
50.012,25.198890895755842,27.678826021631707,13.410231900525080,10.863865748204349,,0.6570,0.5235,
50.016,25.245566418804252,27.632275390203453,13.377548894225757,10.870094488223501,,0.6572,0.5229,
50.02,25.291364737149589,27.579908874726254,13.345082236435076,10.879119157404993,,0.6573,0.5223,
50.024,25.336547423359796,27.523413666261515,13.313083335862245,10.890715482727924,,0.6574,0.5216,
50.028,25.381352912606850,27.461811122797485,13.279571296464180,10.903183239796117,,0.6575,0.5209,
50.032,25.426664843856745,27.394008285991749,13.241250816726904,10.917494231129318,,0.6576,0.5201,
50.036,25.471830780932304,27.322635854762073,13.199833088517002,10.935096710161655,,0.6577,0.5193,
50.04010000002384,25.516237507127716,27.248623751390454,13.157943845143592,10.955020374815373,,0.6578,0.5185,
50.04410000002384,25.560504410822524,27.170708011725463,13.115272076268628,10.975576851710365,,0.6579,0.5176,
50.048100000023844,25.605820801221899,27.090753125772423,13.072862654085160,10.995556036076689,,0.6579,0.5168,
50.05210000002384,25.651918742911096,27.011408162736945,13.031706746150874,11.013953660756197,,0.6580,0.5159,
50.05610000002384,25.696837298444649,26.933657371728074,12.991413743886483,11.031780354089442,,0.6580,0.5151,
50.060100000023844,25.740547217045915,26.858981075281044,12.953125214765493,11.051207742692261,,0.6581,0.5142,
50.06410000002384,25.784146648056957,26.789175997375487,12.918627584872883,11.072403333523161,,0.6581,0.5135,
50.06810000002384,25.828047037067023,26.723779218461736,12.888974206916249,11.095703179377329,,0.6580,0.5127,
50.072100000023845,25.873184123429382,26.660004834084884,12.864923833964552,11.122694376095993,,0.6580,0.5119,
50.07610000002384,25.919483182644722,26.596542281497413,12.846923104123086,11.153313959952452,,0.6578,0.5112,
50.08,25.965283582458220,26.533259311185397,12.835180095169573,11.188391236184415,,0.6576,0.5105,
50.084,26.008715397726892,26.469163865349621,12.829995415470073,11.229385227279337,,0.6572,0.5097,
50.088,26.049094659885803,26.404374661931925,12.830389562527639,11.274715625538686,,0.6568,0.5090,
50.092,26.087100136187960,26.339481068897257,12.834018500884785,11.322275260881618,,0.6563,0.5083,
50.096,26.121491554810877,26.274698640429712,12.839332424479938,11.371416684280057,,0.6558,0.5076,
50.1,26.149987860728722,26.211259302124528,12.847409477383181,11.422005417512135,,0.6552,0.5070,
50.104,26.173809327444509,26.152377011631707,12.860864582795855,11.473417730718992,,0.6546,0.5064,
50.108,26.197290543389961,26.100062643726719,12.879867498961318,11.525267079431064,,0.6540,0.5059,
50.112,26.224205615019670,26.052532531885220,12.901202657722353,11.578339803146969,,0.6533,0.5054,
50.116,26.256152189624160,26.008831184040258,12.920699377976202,11.632769097446541,,0.6527,0.5049,
50.12,26.293291985002938,25.969606099205180,12.937776160693982,11.687009197557215,,0.6522,0.5044,
50.124,26.334435977308260,25.934099359983787,12.954497591609790,11.738310188780918,,0.6517,0.5038,
50.128,26.377804629148731,25.901138684936033,12.969859869297034,11.784627180278505,,0.6513,0.5033,
50.132,26.422539555381803,25.870639351849611,12.980658596945045,11.826022351839212,,0.6509,0.5028,
50.136,26.470056738114440,25.841361537734624,12.984272871877501,11.863640896129034,,0.6507,0.5023,
50.14,26.522895538947985,25.810715112624997,12.980265957703006,11.899181198672874,,0.6505,0.5017,
50.144,26.579825290041164,25.778802547704128,12.971065848843915,11.933839490657162,,0.6504,0.5011,
50.148,26.637337340023876,25.745950108028069,12.959178008263304,11.968015822134657,,0.6504,0.5005,
50.152,26.693875766462487,25.710252092362261,12.945468875540737,12.002403428433251,,0.6503,0.4998,
50.156,26.748325701419823,25.671391700344532,12.930497985646463,12.036520626301494,,0.6502,0.4991,
50.16010000002384,26.800601518912408,25.629139638419055,12.914172485946024,12.068910905074638,,0.6501,0.4985,
50.16410000002384,26.852075283945670,25.581210804917589,12.895475080344902,12.099255797887892,,0.6500,0.4978,
50.16810000002384,26.902570395395944,25.527156298298038,12.874524333868532,12.128437618213713,,0.6500,0.4971,
50.17210000002384,26.949421448224722,25.469551469682283,12.851943570092946,12.157321532011022,,0.6499,0.4963,
50.176100000023844,26.991982175986646,25.410042828332770,12.826884307394526,12.185731791808085,,0.6498,0.4956,
50.18010000002384,27.032864603792383,25.347751634709304,12.798775536503170,12.212406266674499,,0.6497,0.4949,
50.18410000002384,27.071626560360862,25.282760940575230,12.769008865330459,12.236079820906683,,0.6497,0.4941,
50.188100000023844,27.105852507450479,25.216195507851577,12.737340050641240,12.256095321001570,,0.6497,0.4934,
50.19210000002384,27.135570868426740,25.149064549988616,12.701635982219070,12.272118798306757,,0.6497,0.4927,
50.19610000002384,27.162651088203553,25.083095244989561,12.663874420432407,12.286043933742171,,0.6497,0.4920,
50.200100000023845,27.189346126264731,25.019138719592732,12.627871151791030,12.300466539772756,,0.6497,0.4914,
50.20410000002384,27.216467029663860,24.956949241800160,12.594981568007963,12.314555095857587,,0.6498,0.4907,
50.20810000002384,27.242590011095352,24.896267335596395,12.567433477212649,12.326659522463334,,0.6498,0.4901,
50.212100000023845,27.265417681223095,24.838224353807234,12.546336561791986,12.337558866905585,,0.6497,0.4896,
50.21610000002384,27.284440928415322,24.784363027859534,12.529600977533672,12.348367518748351,,0.6496,0.4891,
50.22010000002384,27.301528674620819,24.734232104971206,12.515939341613459,12.358948424114935,,0.6495,0.4887,
50.22410000002384,27.317518880610393,24.687559605679954,12.505008868666156,12.368811160063457,,0.6494,0.4883,
50.228100000023844,27.330420083211973,24.644555858065203,12.497058223752092,12.378392531196521,,0.6493,0.4879,
50.23210000002384,27.338799240865150,24.605271236816186,12.493314798613500,12.389739125710310,,0.6491,0.4876,
50.23610000002384,27.344200330402160,24.571598947355703,12.493452436694831,12.405232607304882,,0.6489,0.4874,
50.24,27.348603697595859,24.545313249915793,12.495327364885462,12.423662230084943,,0.6487,0.4872,
50.244,27.351750326693526,24.525768513679289,12.497502001380841,12.441504065297412,,0.6485,0.4870,
50.248,27.352539010923469,24.511974547681127,12.501300602197045,12.457110152703974,,0.6483,0.4869,
50.252,27.351078653120435,24.503785487500561,12.507588703258225,12.469142137181437,,0.6481,0.4868,
50.256,27.348960468158786,24.500140754832920,12.513999076609810,12.475881428417090,,0.6480,0.4868,
50.26,27.346883255885146,24.498922023135790,12.519288850295634,12.477046790506396,,0.6479,0.4868,
50.264,27.343231677485782,24.498889565037647,12.523193162266431,12.475188345253610,,0.6479,0.4869,
